id,year,age,race,sex,educ,partyid,relactiv,abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle
5050,1975,55,White,Female,12,Not Str Democrat,NA,NA,1,0,1,0,NA,0
5051,1975,27,White,Male,12,Not Str Republican,NA,NA,1,1,1,0,1,0
5052,1975,55,White,Female,11,Not Str Republican,NA,NA,1,1,1,1,1,1
5053,1975,25,White,Female,16,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5054,1975,65,White,Female,8,Not Str Democrat,NA,NA,1,0,1,0,0,0
5055,1975,20,White,Male,12,Not Str Democrat,NA,NA,1,0,1,0,0,0
5056,1975,33,White,Female,12,Strong Democrat,NA,NA,1,0,1,0,0,0
5057,1975,77,White,Female,13,Independent,NA,NA,1,1,1,1,1,NA
5058,1975,22,White,Female,11,Not Str Republican,NA,NA,0,0,1,1,0,1
5059,1975,72,White,Male,7,Not Str Democrat,NA,NA,NA,NA,1,0,1,0
5060,1975,85,White,Female,16,Strong Democrat,NA,NA,1,0,1,0,1,1
5061,1975,77,White,Female,16,Strong Democrat,NA,NA,1,1,1,1,1,1
5062,1975,34,White,Male,16,"Ind,Near Rep",NA,NA,0,0,0,0,1,0
5063,1975,47,White,Male,12,Not Str Republican,NA,NA,1,NA,1,NA,1,NA
5064,1975,56,White,Female,12,Independent,NA,NA,0,0,0,0,0,0
5065,1975,66,Black,Female,6,Independent,NA,NA,0,0,0,0,0,0
5066,1975,45,White,Male,10,Not Str Republican,NA,NA,1,1,1,1,1,1
5067,1975,29,Black,Female,12,Strong Democrat,NA,NA,NA,0,1,0,1,0
5068,1975,38,Black,Male,5,Not Str Democrat,NA,NA,1,1,1,1,1,0
5069,1975,69,Black,Female,4,Strong Democrat,NA,NA,1,0,1,1,1,1
5070,1975,43,Black,Male,9,Strong Democrat,NA,NA,1,0,1,NA,1,1
5071,1975,78,White,Female,4,Independent,NA,NA,1,0,1,NA,1,0
5072,1975,63,White,Male,8,Not Str Democrat,NA,NA,NA,0,1,0,1,0
5073,1975,40,White,Female,16,Not Str Democrat,NA,NA,1,1,1,1,1,1
5074,1975,70,White,Male,13,Not Str Democrat,NA,NA,1,0,1,NA,1,NA
5075,1975,23,White,Female,12,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5076,1975,52,White,Female,10,Not Str Democrat,NA,NA,NA,0,1,0,0,0
5077,1975,20,Black,Male,13,Strong Democrat,NA,NA,1,0,1,1,1,1
5078,1975,26,White,Male,9,Strong Democrat,NA,NA,0,0,1,0,0,0
5079,1975,40,Black,Male,7,Not Str Democrat,NA,NA,0,1,0,0,1,0
5080,1975,40,White,Female,11,Not Str Democrat,NA,NA,0,0,1,0,NA,0
5081,1975,42,White,Female,8,Not Str Republican,NA,NA,1,NA,1,1,1,0
5082,1975,19,Black,Male,11,"Ind,Near Dem",NA,NA,0,0,1,0,0,0
5083,1975,33,White,Male,12,Strong Democrat,NA,NA,1,1,1,1,1,1
5084,1975,33,White,Female,12,Not Str Democrat,NA,NA,1,0,1,0,1,NA
5085,1975,20,White,Female,13,Not Str Democrat,NA,NA,1,0,1,0,0,0
5086,1975,23,White,Male,14,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5087,1975,21,White,Female,13,Not Str Democrat,NA,NA,1,1,1,1,1,1
5088,1975,57,White,Male,16,Not Str Democrat,NA,NA,1,0,0,0,1,0
5089,1975,66,White,Female,12,"Ind,Near Rep",NA,NA,1,1,1,1,1,NA
5090,1975,36,White,Female,16,"Ind,Near Dem",NA,NA,1,1,1,1,1,0
5091,1975,18,White,Female,11,Not Str Democrat,NA,NA,0,0,1,0,0,0
5092,1975,57,White,Male,12,"Ind,Near Rep",NA,NA,1,0,1,1,1,1
5093,1975,19,White,Female,12,"Ind,Near Dem",NA,NA,1,1,1,0,1,1
5094,1975,32,White,Male,12,Independent,NA,NA,1,0,1,0,1,0
5095,1975,NA,White,Female,11,Not Str Republican,NA,NA,0,0,0,0,0,0
5096,1975,41,Black,Female,12,"Ind,Near Dem",NA,NA,NA,NA,1,NA,1,NA
5097,1975,76,White,Female,16,Strong Democrat,NA,NA,1,0,1,0,1,1
5098,1975,26,White,Male,15,Not Str Democrat,NA,NA,0,0,0,0,0,0
5099,1975,20,White,Male,14,Not Str Democrat,NA,NA,NA,NA,NA,0,NA,0
5100,1975,24,White,Female,16,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5101,1975,34,White,Female,12,"Ind,Near Dem",NA,NA,0,0,0,0,1,0
5102,1975,57,White,Female,11,Not Str Republican,NA,NA,1,1,1,1,1,1
5103,1975,25,White,Male,16,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5104,1975,51,White,Female,15,Not Str Republican,NA,NA,0,0,0,0,0,0
5105,1975,19,White,Female,12,Not Str Democrat,NA,NA,1,1,1,1,1,1
5106,1975,58,White,Female,12,Not Str Democrat,NA,NA,0,0,1,0,1,0
5107,1975,51,White,Female,12,Not Str Republican,NA,NA,1,0,1,0,NA,0
5108,1975,22,White,Male,13,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5109,1975,30,White,Male,12,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5110,1975,52,White,Female,12,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5111,1975,53,White,Male,12,Strong Republican,NA,NA,1,1,1,0,0,0
5112,1975,79,White,Female,12,Independent,NA,NA,0,0,0,0,0,0
5113,1975,58,White,Male,12,Strong Democrat,NA,NA,1,1,1,1,1,1
5114,1975,39,White,Female,14,Not Str Republican,NA,NA,1,1,1,1,1,1
5115,1975,48,White,Female,12,Not Str Republican,NA,NA,1,1,1,1,1,1
5116,1975,28,White,Male,20,Not Str Democrat,NA,NA,1,0,1,1,1,1
5117,1975,55,White,Male,15,Not Str Republican,NA,NA,1,1,1,1,1,1
5118,1975,57,White,Female,10,Not Str Democrat,NA,NA,1,1,1,1,1,1
5119,1975,29,White,Male,19,Strong Republican,NA,NA,1,1,1,0,1,0
5120,1975,21,White,Female,9,Independent,NA,NA,1,0,1,1,1,0
5121,1975,52,White,Female,3,Strong Democrat,NA,NA,1,1,1,1,1,1
5122,1975,27,White,Male,6,Independent,NA,NA,1,1,1,1,1,1
5123,1975,29,White,Female,11,"Ind,Near Dem",NA,NA,0,0,0,0,0,0
5124,1975,53,White,Female,7,Not Str Republican,NA,NA,1,0,1,0,1,0
5125,1975,21,White,Female,12,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5126,1975,69,White,Female,10,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5127,1975,NA,White,Female,12,Strong Republican,NA,NA,1,1,1,1,1,1
5128,1975,54,White,Female,12,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5129,1975,49,White,Female,12,Strong Republican,NA,NA,1,0,0,0,1,0
5130,1975,52,White,Male,12,NA,NA,NA,0,0,1,0,1,0
5131,1975,20,White,Male,13,Independent,NA,NA,1,0,1,1,1,0
5132,1975,68,White,Male,14,Not Str Republican,NA,NA,1,1,1,1,1,1
5133,1975,56,White,Female,12,Strong Republican,NA,NA,0,0,0,0,0,0
5134,1975,48,White,Male,12,"Ind,Near Rep",NA,NA,0,0,1,0,1,0
5135,1975,46,White,Male,16,"Ind,Near Rep",NA,NA,1,NA,1,NA,1,0
5136,1975,50,White,Female,16,Other Party,NA,NA,0,0,0,0,0,0
5137,1975,38,Black,Female,10,Independent,NA,NA,0,0,1,0,NA,0
5138,1975,57,White,Male,12,Not Str Republican,NA,NA,1,0,1,1,1,0
5139,1975,26,Black,Female,16,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5140,1975,49,Black,Female,12,Independent,NA,NA,1,1,1,1,1,1
5141,1975,50,White,Female,12,Independent,NA,NA,1,1,1,1,1,1
5142,1975,48,Black,Female,11,Strong Democrat,NA,NA,NA,0,0,0,0,0
5143,1975,22,White,Male,13,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5144,1975,41,White,Male,12,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5145,1975,50,White,Female,12,Not Str Republican,NA,NA,0,0,0,0,0,0
5146,1975,30,White,Male,18,Strong Democrat,NA,NA,1,1,1,1,1,1
5147,1975,26,Black,Female,12,Independent,NA,NA,1,1,1,1,1,1
5148,1975,43,Black,Male,13,Strong Democrat,NA,NA,1,0,1,0,1,0
5149,1975,32,White,Female,16,Not Str Democrat,NA,NA,0,0,0,0,0,0
5150,1975,50,White,Male,13,"Ind,Near Dem",NA,NA,1,0,1,0,0,0
5151,1975,25,White,Female,11,Not Str Republican,NA,NA,1,0,1,0,1,0
5152,1975,40,White,Female,12,Not Str Republican,NA,NA,1,1,1,1,1,1
5153,1975,53,White,Male,8,Strong Democrat,NA,NA,0,0,0,0,0,0
5154,1975,50,White,Male,12,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5155,1975,19,White,Male,12,Strong Democrat,NA,NA,1,0,1,0,1,0
5156,1975,55,White,Female,10,Not Str Democrat,NA,NA,0,0,1,0,0,0
5157,1975,40,White,Female,12,Independent,NA,NA,0,0,1,0,0,0
5158,1975,51,White,Female,12,Strong Republican,NA,NA,1,1,1,1,1,1
5159,1975,43,White,Male,18,Not Str Republican,NA,NA,1,1,1,1,1,1
5160,1975,50,White,Female,16,Not Str Democrat,NA,NA,1,0,1,1,1,1
5161,1975,36,White,Male,16,Strong Republican,NA,NA,1,1,1,1,1,1
5162,1975,19,White,Female,11,Not Str Democrat,NA,NA,1,0,1,0,1,1
5163,1975,37,White,Female,12,Not Str Democrat,NA,NA,1,1,1,1,1,1
5164,1975,32,White,Female,12,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5165,1975,29,White,Female,10,Independent,NA,NA,1,1,1,0,1,1
5166,1975,33,White,Female,12,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5167,1975,29,White,Male,12,Strong Republican,NA,NA,1,1,1,1,1,1
5168,1975,53,White,Female,16,Not Str Democrat,NA,NA,0,0,0,0,0,0
5169,1975,36,White,Female,14,"Ind,Near Dem",NA,NA,1,0,1,0,0,0
5170,1975,34,White,Female,12,Strong Democrat,NA,NA,0,0,0,0,0,0
5171,1975,69,White,Male,10,"Ind,Near Dem",NA,NA,1,0,0,1,1,0
5172,1975,23,Black,Female,12,Strong Democrat,NA,NA,1,1,1,1,1,0
5173,1975,27,Black,Male,14,Strong Democrat,NA,NA,1,0,1,1,1,0
5174,1975,70,Black,Female,10,Not Str Republican,NA,NA,1,0,1,0,0,0
5175,1975,23,White,Female,12,Independent,NA,NA,1,0,1,0,1,0
5176,1975,43,Black,Male,11,Independent,NA,NA,0,1,1,0,1,1
5177,1975,59,Black,Female,8,Strong Democrat,NA,NA,1,NA,1,NA,1,0
5178,1975,58,Black,Male,6,Not Str Republican,NA,NA,1,0,NA,1,NA,0
5179,1975,34,White,Male,16,"Ind,Near Rep",NA,NA,1,1,1,1,1,0
5180,1975,74,White,Male,8,Not Str Republican,NA,NA,0,0,0,0,1,0
5181,1975,61,White,Female,11,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5182,1975,41,White,Female,10,Independent,NA,NA,1,1,1,1,1,1
5183,1975,55,White,Female,10,Independent,NA,NA,1,1,1,1,1,1
5184,1975,33,White,Male,10,Not Str Democrat,NA,NA,1,0,1,0,0,0
5185,1975,27,White,Female,13,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5186,1975,33,White,Female,12,Not Str Democrat,NA,NA,1,0,1,0,1,0
5187,1975,52,White,Female,10,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5188,1975,38,White,Male,20,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5189,1975,24,White,Female,16,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5190,1975,39,White,Female,13,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5191,1975,30,White,Male,20,Not Str Republican,NA,NA,1,1,1,1,1,1
5192,1975,24,White,Male,14,"Ind,Near Dem",NA,NA,1,0,1,0,1,1
5193,1975,29,White,Female,14,Not Str Democrat,NA,NA,1,1,1,1,1,1
5194,1975,48,White,Male,12,Not Str Democrat,NA,NA,1,0,0,1,1,NA
5195,1975,29,White,Male,16,Not Str Democrat,NA,NA,1,1,1,1,1,1
5196,1975,24,White,Female,16,Strong Democrat,NA,NA,1,1,1,1,1,1
5197,1975,25,White,Male,16,Not Str Republican,NA,NA,1,1,1,1,1,1
5198,1975,43,White,Female,16,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5199,1975,45,White,Female,16,Not Str Republican,NA,NA,1,1,1,1,1,1
5200,1975,53,White,Male,10,Strong Democrat,NA,NA,1,0,1,0,1,0
5201,1975,30,White,Male,12,Strong Democrat,NA,NA,0,0,0,0,0,0
5202,1975,29,White,Male,15,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5203,1975,68,White,Male,10,"Ind,Near Rep",NA,NA,1,0,0,0,1,0
5204,1975,23,White,Male,12,Not Str Democrat,NA,NA,1,0,1,0,1,0
5205,1975,28,White,Female,12,Not Str Republican,NA,NA,0,0,1,0,1,0
5206,1975,49,White,Male,9,Strong Democrat,NA,NA,1,1,1,1,1,1
5207,1975,60,White,Female,12,Not Str Democrat,NA,NA,1,0,1,0,1,0
5208,1975,26,White,Male,13,Independent,NA,NA,1,1,1,1,1,1
5209,1975,18,White,Female,12,Not Str Democrat,NA,NA,NA,0,1,0,1,0
5210,1975,58,Black,Female,7,Not Str Democrat,NA,NA,0,0,1,0,0,0
5211,1975,25,Black,Female,9,Strong Democrat,NA,NA,1,0,1,1,1,0
5212,1975,70,Black,Female,5,Strong Democrat,NA,NA,1,0,1,1,0,0
5213,1975,55,Black,Female,9,Strong Democrat,NA,NA,0,0,1,0,0,0
5214,1975,35,Black,Female,12,Not Str Democrat,NA,NA,1,1,1,1,1,0
5215,1975,43,Black,Male,11,Strong Democrat,NA,NA,1,0,0,0,1,0
5216,1975,23,White,Female,12,"Ind,Near Rep",NA,NA,1,0,1,0,0,0
5217,1975,71,White,Female,14,Not Str Republican,NA,NA,1,1,1,1,1,1
5218,1975,77,White,Male,8,Not Str Democrat,NA,NA,1,0,1,NA,1,0
5219,1975,79,White,Female,5,Independent,NA,NA,1,0,1,0,0,0
5220,1975,NA,White,Female,NA,Independent,NA,NA,1,NA,1,NA,1,0
5221,1975,86,White,Male,8,Not Str Republican,NA,NA,NA,0,1,NA,NA,NA
5222,1975,22,White,Female,13,Not Str Republican,NA,NA,1,0,1,0,1,0
5223,1975,43,White,Male,20,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5224,1975,NA,White,Female,8,Not Str Republican,NA,NA,0,0,NA,0,1,0
5225,1975,47,White,Female,9,Not Str Democrat,NA,NA,0,0,1,0,0,0
5226,1975,19,White,Female,11,Independent,NA,NA,1,1,1,1,1,1
5227,1975,25,White,Female,16,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5228,1975,26,White,Female,16,Independent,NA,NA,1,0,1,0,1,0
5229,1975,25,White,Male,17,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5230,1975,24,White,Female,16,Not Str Republican,NA,NA,1,0,1,0,1,0
5231,1975,38,White,Male,16,Not Str Republican,NA,NA,0,0,1,0,0,0
5232,1975,43,White,Male,12,Not Str Democrat,NA,NA,0,0,0,0,0,0
5233,1975,31,White,Male,12,Independent,NA,NA,1,1,1,1,1,1
5234,1975,31,White,Male,16,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5235,1975,30,White,Male,13,Independent,NA,NA,0,0,1,0,1,0
5236,1975,75,White,Female,13,Not Str Republican,NA,NA,1,0,1,1,1,1
5237,1975,45,White,Male,16,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5238,1975,26,White,Female,14,"Ind,Near Dem",NA,NA,1,1,1,1,1,NA
5239,1975,50,White,Male,16,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5240,1975,27,White,Female,12,Not Str Democrat,NA,NA,1,1,1,1,1,1
5241,1975,26,White,Male,16,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5242,1975,63,White,Male,10,Independent,NA,NA,1,1,1,1,1,1
5243,1975,41,White,Male,11,Strong Republican,NA,NA,1,0,1,1,1,1
5244,1975,24,White,Female,15,Not Str Democrat,NA,NA,1,1,1,1,1,1
5245,1975,79,White,Female,12,Independent,NA,NA,1,1,1,1,1,1
5246,1975,48,White,Male,12,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5247,1975,25,White,Female,10,"Ind,Near Dem",NA,NA,1,0,0,0,0,0
5248,1975,78,White,Female,8,"Ind,Near Dem",NA,NA,1,0,1,1,1,1
5249,1975,52,White,Female,9,Not Str Democrat,NA,NA,1,1,1,1,1,1
5250,1975,24,White,Female,13,Independent,NA,NA,1,1,1,1,1,1
5251,1975,32,White,Male,17,Not Str Democrat,NA,NA,1,1,1,1,1,1
5252,1975,23,White,Female,16,Not Str Republican,NA,NA,1,1,1,1,1,1
5253,1975,63,White,Female,13,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5254,1975,29,White,Female,16,Strong Democrat,NA,NA,1,1,1,1,1,1
5255,1975,35,White,Female,16,Not Str Democrat,NA,NA,1,0,1,0,1,0
5256,1975,50,White,Male,10,Not Str Republican,NA,NA,1,1,1,1,1,1
5257,1975,30,White,Female,12,NA,NA,NA,1,1,1,1,1,1
5258,1975,50,White,Female,14,Independent,NA,NA,1,1,1,1,1,1
5259,1975,23,White,Female,12,Independent,NA,NA,1,1,1,1,1,1
5260,1975,55,White,Female,12,Strong Republican,NA,NA,1,1,1,1,1,1
5261,1975,20,White,Female,12,"Ind,Near Dem",NA,NA,0,0,1,0,1,1
5262,1975,51,White,Male,12,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5263,1975,58,White,Female,12,Strong Republican,NA,NA,1,0,1,0,1,0
5264,1975,74,White,Female,12,Strong Republican,NA,NA,1,0,1,0,1,0
5265,1975,62,White,Female,12,Not Str Republican,NA,NA,NA,0,0,0,0,0
5266,1975,48,White,Female,8,Independent,NA,NA,0,0,0,0,0,0
5267,1975,39,White,Male,12,"Ind,Near Rep",NA,NA,0,0,1,0,1,0
5268,1975,26,White,Female,12,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5269,1975,64,White,Female,9,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
5270,1975,32,White,Female,12,Not Str Democrat,NA,NA,1,1,1,1,1,1
5271,1975,56,White,Male,12,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5272,1975,43,White,Male,12,Not Str Democrat,NA,NA,1,0,1,0,1,0
5273,1975,20,White,Female,13,Independent,NA,NA,0,0,1,0,0,0
5274,1975,49,White,Male,12,Not Str Democrat,NA,NA,0,0,0,0,0,0
5275,1975,22,White,Female,12,Independent,NA,NA,1,1,1,1,1,1
5276,1975,72,White,Male,8,Strong Democrat,NA,NA,0,0,1,1,1,0
5277,1975,27,White,Male,14,Not Str Republican,NA,NA,1,1,1,1,1,1
5278,1975,46,White,Female,10,Not Str Republican,NA,NA,1,0,1,0,1,0
5279,1975,37,White,Male,9,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5280,1975,55,White,Male,11,Not Str Democrat,NA,NA,1,0,1,0,1,0
5281,1975,28,White,Female,14,Not Str Democrat,NA,NA,1,0,1,0,1,0
5282,1975,19,White,Male,11,Not Str Democrat,NA,NA,1,0,1,0,1,1
5283,1975,32,White,Female,12,Not Str Democrat,NA,NA,0,0,0,0,0,0
5284,1975,34,White,Male,13,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5285,1975,45,White,Male,12,Not Str Democrat,NA,NA,0,1,1,1,1,1
5286,1975,60,White,Male,8,Not Str Democrat,NA,NA,1,0,1,0,0,0
5287,1975,35,White,Female,12,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5288,1975,27,White,Female,13,Independent,NA,NA,1,0,1,0,1,0
5289,1975,60,White,Male,16,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5290,1975,68,Black,Female,16,Strong Republican,NA,NA,0,0,0,0,0,0
5291,1975,31,Black,Female,11,"Ind,Near Rep",NA,NA,0,1,1,0,1,0
5292,1975,21,White,Female,12,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5293,1975,41,White,Male,12,Not Str Democrat,NA,NA,1,0,1,0,1,0
5294,1975,61,White,Female,12,Not Str Democrat,NA,NA,1,0,1,0,1,0
5295,1975,24,White,Female,14,Independent,NA,NA,1,0,1,0,1,0
5296,1975,67,White,Female,11,Strong Democrat,NA,NA,1,1,1,1,1,1
5297,1975,24,White,Female,11,Not Str Democrat,NA,NA,1,1,1,1,1,1
5298,1975,28,White,Male,16,Not Str Republican,NA,NA,0,0,0,0,1,0
5299,1975,66,White,Female,12,Not Str Democrat,NA,NA,1,1,1,1,1,1
5300,1975,58,White,Male,15,"Ind,Near Rep",NA,NA,1,0,1,0,1,1
5301,1975,78,White,Male,11,"Ind,Near Dem",NA,NA,NA,0,1,0,1,0
5302,1975,60,White,Male,8,Independent,NA,NA,1,0,0,0,0,0
5303,1975,44,White,Female,8,Not Str Democrat,NA,NA,1,0,0,0,1,0
5304,1975,34,White,Male,11,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5305,1975,60,White,Male,12,Independent,NA,NA,1,1,1,1,1,1
5306,1975,24,White,Male,15,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5307,1975,25,White,Male,12,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5308,1975,25,White,Female,12,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5309,1975,32,White,Male,12,Not Str Republican,NA,NA,1,1,1,1,1,1
5310,1975,32,White,Male,12,Independent,NA,NA,1,0,1,0,0,0
5311,1975,31,White,Male,6,Strong Democrat,NA,NA,1,0,1,0,0,0
5312,1975,44,White,Male,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
5313,1975,36,White,Male,11,Not Str Democrat,NA,NA,1,0,1,0,1,0
5314,1975,25,White,Male,12,"Ind,Near Dem",NA,NA,1,0,1,0,0,0
5315,1975,69,White,Female,1,Not Str Democrat,NA,NA,0,0,0,0,0,0
5316,1975,28,White,Female,12,Not Str Republican,NA,NA,0,0,1,0,0,0
5317,1975,26,White,Female,9,Independent,NA,NA,1,1,1,1,1,1
5318,1975,25,White,Male,12,Strong Democrat,NA,NA,1,1,1,1,1,1
5319,1975,37,White,Female,11,Independent,NA,NA,1,1,1,1,1,1
5320,1975,59,White,Female,11,Not Str Republican,NA,NA,1,1,1,1,1,1
5321,1975,52,White,Male,7,Not Str Democrat,NA,NA,1,0,1,1,1,0
5322,1975,26,White,Male,12,Not Str Republican,NA,NA,1,1,1,1,1,0
5323,1975,34,White,Male,8,Independent,NA,NA,0,0,NA,0,0,0
5324,1975,76,White,Female,7,Not Str Republican,NA,NA,1,0,1,0,1,1
5325,1975,56,White,Male,10,Not Str Republican,NA,NA,1,0,1,NA,1,1
5326,1975,60,White,Female,12,Strong Democrat,NA,NA,1,0,1,0,1,0
5327,1975,76,White,Female,11,Independent,NA,NA,1,0,1,1,1,1
5328,1975,68,White,Female,14,Not Str Republican,NA,NA,1,0,1,0,1,0
5329,1975,38,White,Male,13,Strong Democrat,NA,NA,1,1,1,1,1,1
5330,1975,21,White,Female,12,Independent,NA,NA,0,0,0,0,0,0
5331,1975,66,White,Male,14,Strong Democrat,NA,NA,1,0,1,0,1,0
5332,1975,25,White,Female,16,Not Str Democrat,NA,NA,1,0,1,0,1,0
5333,1975,74,White,Female,12,Not Str Democrat,NA,NA,1,NA,1,NA,1,NA
5334,1975,34,White,Female,14,Other Party,NA,NA,1,1,1,1,1,1
5335,1975,51,White,Male,11,Not Str Democrat,NA,NA,1,0,1,0,1,NA
5336,1975,51,White,Female,5,Other Party,NA,NA,1,0,1,0,NA,0
5337,1975,30,White,Female,14,Other Party,NA,NA,1,0,1,0,1,0
5338,1975,30,White,Male,12,Not Str Democrat,NA,NA,1,0,1,1,1,NA
5339,1975,63,White,Female,7,Not Str Democrat,NA,NA,1,0,1,1,1,1
5340,1975,48,White,Male,12,"Ind,Near Dem",NA,NA,1,1,1,1,1,0
5341,1975,46,White,Female,12,Not Str Republican,NA,NA,1,1,1,1,1,1
5342,1975,46,Black,Female,3,Strong Democrat,NA,NA,0,0,1,0,0,0
5343,1975,45,Black,Male,5,Not Str Democrat,NA,NA,0,0,1,0,0,0
5344,1975,48,Black,Female,12,Not Str Democrat,NA,NA,0,0,1,0,1,0
5345,1975,48,Black,Female,10,Not Str Democrat,NA,NA,1,0,1,0,1,0
5346,1975,32,Black,Male,11,Independent,NA,NA,1,1,1,1,1,0
5347,1975,70,White,Female,12,Strong Republican,NA,NA,0,0,1,1,1,0
5348,1975,28,White,Male,13,Not Str Democrat,NA,NA,1,1,1,1,1,1
5349,1975,42,White,Male,14,Not Str Republican,NA,NA,1,0,1,1,0,0
5350,1975,29,White,Female,12,Strong Democrat,NA,NA,1,1,1,1,1,1
5351,1975,54,White,Male,12,Independent,NA,NA,1,1,1,1,1,1
5352,1975,25,White,Female,13,Not Str Democrat,NA,NA,1,1,1,1,1,1
5353,1975,28,White,Male,16,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
5354,1975,40,White,Female,19,"Ind,Near Dem",NA,NA,1,0,1,NA,1,1
5355,1975,59,White,Male,13,"Ind,Near Rep",NA,NA,1,0,1,1,1,1
5356,1975,67,White,Female,12,Strong Republican,NA,NA,1,1,1,1,1,1
5357,1975,65,White,Female,9,Strong Democrat,NA,NA,1,0,1,0,1,0
5358,1975,32,White,Male,12,Not Str Democrat,NA,NA,1,0,1,1,1,0
5359,1975,33,White,Female,12,Not Str Democrat,NA,NA,0,0,0,0,0,0
5360,1975,39,White,Male,14,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5361,1975,65,White,Female,8,"Ind,Near Dem",NA,NA,NA,0,1,0,0,0
5362,1975,77,White,Male,8,Strong Republican,NA,NA,1,0,1,0,1,1
5363,1975,63,White,Male,11,Strong Democrat,NA,NA,1,1,1,1,1,1
5364,1975,24,White,Female,16,"Ind,Near Dem",NA,NA,1,1,1,1,1,1
5365,1975,27,White,Male,13,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5366,1975,26,White,Female,16,"Ind,Near Rep",NA,NA,1,0,1,0,1,0
5367,1975,54,White,Female,9,Other Party,NA,NA,0,0,1,0,1,0
5368,1975,19,White,Female,12,Not Str Democrat,NA,NA,1,0,1,0,1,0
5369,1975,32,White,Female,12,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5370,1975,50,White,Male,8,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5371,1975,20,White,Male,12,Not Str Democrat,NA,NA,0,0,1,0,1,1
5372,1975,30,White,Male,12,Independent,NA,NA,1,NA,1,NA,1,NA
5373,1975,36,White,Male,15,Independent,NA,NA,1,1,1,1,1,1
5374,1975,64,White,Male,5,Not Str Democrat,NA,NA,1,0,1,0,1,0
5375,1975,57,White,Female,6,Strong Democrat,NA,NA,1,1,1,0,1,1
5376,1975,25,White,Female,12,Not Str Democrat,NA,NA,1,1,1,1,1,0
5377,1975,25,White,Male,12,Independent,NA,NA,1,0,1,0,1,0
5378,1975,61,Black,Female,12,Strong Democrat,NA,NA,1,1,1,1,1,0
5379,1975,63,Black,Male,13,Not Str Republican,NA,NA,1,0,1,1,1,1
5380,1975,38,White,Female,10,"Ind,Near Dem",NA,NA,1,0,1,0,1,0
5381,1975,19,White,Female,8,Not Str Democrat,NA,NA,1,1,1,1,1,1
5382,1975,37,White,Male,10,Not Str Republican,NA,NA,0,0,1,0,0,0
5383,1975,39,White,Female,9,Strong Democrat,NA,NA,1,1,1,1,1,1
